status_num,expected_amount,location,platform,platform_type,capital,year
0,299998.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2017
1,299996.0,Кривий Ріг,Unknown,Громадський бюджет,Соціальний,2021
1,299995.0,Київ,Unknown,Громадський бюджет,Людський,2019
1,299993.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2018
1,299993.0,Київ,Unknown,Громадський бюджет,Людський,2019
1,299992.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2016
0,299992.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299990.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299990.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299990.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
0,299990.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299981.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299980.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299980.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2021
0,299970.0,Івано-Франківськ,Unknown,Громадський бюджет,Соціальний,2019
0,299963.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299960.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299960.0,Київ,Unknown,Громадський бюджет,Людський,2021
0,299960.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2017
0,299952.0,Київ,Unknown,Громадський бюджет,Людський,2021
1,299950.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2017
1,299950.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2020
0,299950.0,Івано-Франківськ,Unknown,Громадський бюджет,Соціальний,2019
0,299950.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299950.0,Івано-Франківськ,Unknown,Громадський бюджет,Культурний,2020
1,299949.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
0,299941.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299940.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
0,299940.0,Київ,Unknown,Громадський бюджет,Людський,2021
0,299937.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299926.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
1,299920.0,Чернівці,Unknown,Громадський бюджет,Людський,2016
0,299910.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299904.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2017
0,299903.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
1,299900.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2020
1,299900.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299900.0,Тернопіль,Unknown,Громадський бюджет,Соціальний,2020
1,299900.0,Чернігів,Unknown,Громадський бюджет,Соціальний,2019
0,299900.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2021
0,299900.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299900.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299900.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299900.0,Кам’янське,Unknown,Громадський бюджет,Соціальний,2021
0,299900.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299900.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299900.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
0,299900.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2019
0,299900.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2019
0,299899.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299880.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299877.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2021
1,299876.0,Чернівці,Unknown,Громадський бюджет,Людський,2018
0,299869.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2021
1,299866.0,Чернівці,Unknown,Громадський бюджет,Людський,2018
1,299860.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299860.0,Кривий Ріг,Unknown,Громадський бюджет,Соціальний,2021
1,299857.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2021
1,299850.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299850.0,Чернігів,Unknown,Громадський бюджет,Культурний,2019
0,299850.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299842.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2020
0,299830.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299824.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299820.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,299819.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2021
1,299800.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
1,299800.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299800.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
1,299800.0,Чернігів,Unknown,Громадський бюджет,Соціальний,2017
0,299790.0,Миколаїв,Unknown,Громадський бюджет,Людський,2021
1,299774.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2017
1,299765.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299761.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
1,299760.0,Київ,Unknown,Громадський бюджет,Людський,2019
1,299750.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2017
0,299750.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299749.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299743.0,Київ,Unknown,Громадський бюджет,Людський,2021
0,299722.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299716.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,299714.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299710.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2017
0,299700.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2020
0,299700.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299700.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299700.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2017
0,299700.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2017
0,299700.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299683.0,Івано-Франківськ,Unknown,Громадський бюджет,Людський,2019
0,299680.0,Кропивницький,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299670.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299660.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299655.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299650.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2021
0,299648.0,Кривий Ріг,Unknown,Громадський бюджет,Інфраструктурний,2017
1,299640.0,Київ,Unknown,Громадський бюджет,Людський,2019
1,299640.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,299640.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,299636.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299625.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,299624.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
1,299600.0,Чернівці,Unknown,Громадський бюджет,Людський,2018
1,299600.0,Чернівці,Unknown,Громадський бюджет,Людський,2017
0,299600.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2021
0,299600.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299600.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299595.0,Чернівці,Unknown,Громадський бюджет,Культурний,2018
0,299550.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2020
1,299540.0,Чернігів,Unknown,Громадський бюджет,Соціальний,2021
0,299530.0,Чернігів,Unknown,Громадський бюджет,Людський,2018
0,299520.0,Кропивницький,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299520.0,Київ,Unknown,Громадський бюджет,Людський,2019
1,299519.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2018
1,299500.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2017
1,299500.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2017
1,299500.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2017
1,299500.0,Київ,Unknown,Громадський бюджет,Людський,2019
1,299500.0,Кам’янське,Unknown,Громадський бюджет,Соціальний,2021
0,299500.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2021
0,299500.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299500.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299500.0,Миколаїв,Unknown,Громадський бюджет,Людський,2020
0,299500.0,Миколаїв,Unknown,Громадський бюджет,Людський,2019
0,299500.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2020
0,299500.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2017
0,299500.0,Кропивницький,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299500.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299500.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2021
1,299484.0,Чернівці,Unknown,Громадський бюджет,Людський,2016
1,299470.0,Кривий Ріг,Unknown,Громадський бюджет,Соціальний,2021
1,299462.0,Чернівці,Unknown,Громадський бюджет,Людський,2018
1,299459.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299455.0,Чернівці,Unknown,Громадський бюджет,Культурний,2018
0,299445.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,299422.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,299400.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,299400.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299400.0,Кропивницький,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299380.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299375.0,Чернівці,Unknown,Громадський бюджет,Людський,2018
0,299374.0,Кропивницький,Unknown,Громадський бюджет,Людський,2021
1,299368.0,Київ,Unknown,Громадський бюджет,Людський,2021
0,299364.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2017
1,299322.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299300.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299286.0,Івано-Франківськ,Unknown,Громадський бюджет,Соціальний,2020
0,299266.0,Кропивницький,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299251.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
1,299250.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2016
0,299250.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2021
0,299239.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299237.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299232.0,Кропивницький,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299232.0,Кропивницький,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299230.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2017
1,299226.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2017
1,299220.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2017
1,299220.0,Київ,Unknown,Громадський бюджет,Соціальний,2019
0,299204.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
1,299200.0,Чернігів,Unknown,Громадський бюджет,Людський,2019
0,299200.0,Харків,Unknown,Громадський бюджет,Культурний,2019
0,299200.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2020
0,299200.0,Кривий Ріг,Unknown,Громадський бюджет,Соціальний,2021
1,299193.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
1,299160.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2018
0,299160.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299150.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
0,299142.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2016
1,299131.0,Київ,Unknown,Громадський бюджет,Людський,2018
0,299131.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,299100.0,Чернігів,Unknown,Громадський бюджет,Людський,2018
0,299085.0,Миколаїв,Unknown,Громадський бюджет,Людський,2020
1,299055.0,Івано-Франківськ,Unknown,Громадський бюджет,Культурний,2020
0,299040.0,Кам’янське,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299036.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299030.0,Чернівці,Unknown,Громадський бюджет,Людський,2017
0,299012.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
1,299000.0,Чернівці,Unknown,Громадський бюджет,Культурний,2016
1,299000.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
1,299000.0,Чернівці,Unknown,Громадський бюджет,Людський,2018
1,299000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
1,299000.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
1,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299000.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2019
1,299000.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
1,299000.0,Чернігів,Unknown,Громадський бюджет,Людський,2017
1,299000.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299000.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299000.0,Чернігів,Unknown,Громадський бюджет,Соціальний,2019
0,299000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,299000.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2018
1,299000.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2016
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2021
0,299000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Людський,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2020
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Чернігів,Unknown,Громадський бюджет,Культурний,2017
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2021
0,299000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Чернівці,Unknown,Громадський бюджет,Культурний,2017
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Київ,Unknown,Громадський бюджет,Культурний,2018
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
0,299000.0,Кропивницький,Unknown,Громадський бюджет,Соціальний,2020
0,299000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,299000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,299000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,298974.0,Кропивницький,Unknown,Громадський бюджет,Інфраструктурний,2021
0,298937.0,Київ,Unknown,Громадський бюджет,Людський,2018
0,298936.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,298914.0,Київ,Unknown,Громадський бюджет,Людський,2018
1,298900.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,298900.0,Кам’янське,Unknown,Громадський бюджет,Інфраструктурний,2021
0,298900.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
0,298858.0,Київ,Unknown,Громадський бюджет,Культурний,2019
0,298844.0,Чернігів,Unknown,Громадський бюджет,Культурний,2019
0,298843.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,298800.0,Чернігів,Unknown,Громадський бюджет,Соціальний,2018
0,298800.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2021
0,298800.0,Київ,Unknown,Громадський бюджет,Людський,2021
0,298800.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2017
0,298800.0,Київ,Unknown,Громадський бюджет,Людський,2021
0,298800.0,Кропивницький,Unknown,Громадський бюджет,Інфраструктурний,2020
0,298800.0,Кропивницький,Unknown,Громадський бюджет,Інфраструктурний,2020
0,298770.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,298708.0,Кам’янське,Unknown,Громадський бюджет,Соціальний,2021
0,298700.0,Івано-Франківськ,Unknown,Громадський бюджет,Соціальний,2020
0,298675.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,298584.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,298565.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2017
0,298560.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,298560.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2020
1,298516.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2018
0,298510.0,Київ,Unknown,Громадський бюджет,Культурний,2016
1,298500.0,Біла Церква,Unknown,Громадський бюджет,Інфраструктурний,2020
1,298500.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2017
0,298500.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2017
1,298485.0,Сєвєродонецьк,Unknown,Громадський бюджет,Інфраструктурний,2020
1,298465.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,298350.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2020
0,298350.0,Кам’янське,Unknown,Громадський бюджет,Інфраструктурний,2021
0,298300.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2020
1,298268.0,Чернівці,Unknown,Громадський бюджет,Людський,2016
0,298260.0,Івано-Франківськ,Unknown,Громадський бюджет,Людський,2020
0,298242.0,Київ,Unknown,Громадський бюджет,Людський,2021
1,298200.0,Біла Церква,Unknown,Громадський бюджет,Інфраструктурний,2021
1,298161.0,Чернівці,Unknown,Громадський бюджет,Людський,2018
0,298122.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2017
0,298080.0,Київ,Unknown,Громадський бюджет,Людський,2019
1,298003.0,Київ,Unknown,Громадський бюджет,Людський,2018
1,298000.0,Біла Церква,Unknown,Громадський бюджет,Інфраструктурний,2020
0,298000.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2020
0,298000.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2020
0,298000.0,Чернігів,Unknown,Громадський бюджет,Культурний,2017
0,298000.0,Чернігів,Unknown,Громадський бюджет,Культурний,2021
0,298000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
0,298000.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2020
0,298000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,297825.0,Кропивницький,Unknown,Громадський бюджет,Культурний,2020
1,297800.0,Тернопіль,Unknown,Громадський бюджет,Культурний,2017
0,297800.0,Київ,Unknown,Громадський бюджет,Людський,2019
0,297800.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,297795.0,Чернівці,Unknown,Громадський бюджет,Культурний,2018
0,297794.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,297790.0,Чернігів,Unknown,Громадський бюджет,Культурний,2018
0,297700.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2018
1,297675.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2021
1,297600.0,Київ,Unknown,Громадський бюджет,Культурний,2019
1,297600.0,Київ,Unknown,Громадський бюджет,Людський,2018
1,297600.0,Чернівці,Unknown,Громадський бюджет,Людський,2017
0,297600.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2018
0,297600.0,Київ,Unknown,Громадський бюджет,Інфраструктурний,2019
0,297500.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,297500.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2017
1,297480.0,Біла Церква,Unknown,Громадський бюджет,Інфраструктурний,2021
0,297476.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,297410.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
0,297400.0,Чернігів,Unknown,Громадський бюджет,Культурний,2018
1,297356.0,Київ,Unknown,Громадський бюджет,Людський,2018
0,297340.0,Миколаїв,Unknown,Громадський бюджет,Культурний,2021
1,297300.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2017
1,297213.0,Чернівці,Unknown,Громадський бюджет,Людський,2018
0,297180.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
0,297160.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
1,297077.0,Сєвєродонецьк,Unknown,Громадський бюджет,Культурний,2018
1,297000.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2019
1,297000.0,Чернігів,Unknown,Громадський бюджет,Соціальний,2018
1,297000.0,Чернігів,Unknown,Громадський бюджет,Інфраструктурний,2019
1,297000.0,Кам’янське,Unknown,Громадський бюджет,Інфраструктурний,2021
0,297000.0,Чернігів,Unknown,Громадський бюджет,Людський,2019
0,297000.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2020
0,297000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,297000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2017
0,297000.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2018
0,297000.0,Чернівці,Unknown,Громадський бюджет,Культурний,2018
0,296970.0,Краматорськ,Unknown,Громадський бюджет,Людський,2016
0,296810.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,296776.0,Маріуполь,Unknown,Громадський бюджет,Інфраструктурний,2021
1,296759.0,Чернівці,Unknown,Громадський бюджет,Людський,2018
1,296712.0,Кам’янське,Unknown,Громадський бюджет,Соціальний,2021
1,296640.0,Херсон,Unknown,Громадський бюджет,Інфраструктурний,2019
0,296600.0,Кам’янське,Unknown,Громадський бюджет,Інфраструктурний,2021
0,296592.0,Київ,Unknown,Громадський бюджет,Людський,2016
0,296569.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2017
1,296538.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
0,296537.0,Київ,Unknown,Громадський бюджет,Людський,2021
0,296500.0,Чернігів,Unknown,Громадський бюджет,Людський,2021
1,296500.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2019
1,296466.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2017
0,296400.0,Кам’янське,Unknown,Громадський бюджет,Інфраструктурний,2021
0,296400.0,Тернопіль,Unknown,Громадський бюджет,Інфраструктурний,2020
0,296299.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
1,296295.0,Чернівці,Unknown,Громадський бюджет,Людський,2018
0,296160.0,Миколаїв,Unknown,Громадський бюджет,Соціальний,2020
1,296150.0,Чернівці,Unknown,Громадський бюджет,Людський,2018
1,296100.0,Тернопіль,Unknown,Громадський бюджет,Людський,2018
1,296100.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2018
0,296100.0,Миколаїв,Unknown,Громадський бюджет,Інфраструктурний,2021
0,296040.0,Київ,Unknown,Громадський бюджет,Людський,2019
1,296026.0,Чернівці,Unknown,Громадський бюджет,Інфраструктурний,2016
1,296000.0,Запоріжжя,Unknown,Громадський бюджет,Соціальний,2016
0,296000.0,Чернігів,Unknown,Громадський бюджет,Людський,2018
0,296000.0,Івано-Франківськ,Unknown,Громадський бюджет,Інфраструктурний,2020
0,296000.0,Львів,Unknown,Громадський бюджет,Інфраструктурний,2017
1,295952.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2017
1,295917.0,Чернігів,Unknown,Громадський бюджет,Культурний,2017
0,295908.0,Кам’янське,Unknown,Громадський бюджет,Інфраструктурний,2021
1,295876.0,Запоріжжя,Unknown,Громадський бюджет,Інфраструктурний,2017
